#TYPE System.Diagnostics.Eventing.Reader.EventLogRecord
"Message","Id","Version","Qualifiers","Level","Task","Opcode","Keywords","RecordId","ProviderName","ProviderId","LogName","ProcessId","ThreadId","MachineName","UserId","TimeCreated","ActivityId","RelatedActivityId","ContainerLog","MatchedQueryIds","Bookmark","LevelDisplayName","OpcodeDisplayName","TaskDisplayName","KeywordsDisplayNames","Properties"
"Process Create:
RuleName: -
UtcTime: 2023-10-02 15:05:56.493
ProcessGuid: {39e13812-dc54-651a-f501-000000000b00}
ProcessId: 3840
Image: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
FileVersion: 117.0.2045.47
Description: Microsoft Edge
Product: Microsoft Edge
Company: Microsoft Corporation
OriginalFileName: msedge.exe
CommandLine: ""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=data_decoder.mojom.DataDecoderService --lang=ko --service-sandbox-type=service --mojo-platform-channel-handle=5592 --field-trial-handle=1996,i,9763911502272204724,12067030255526755103,262144 /prefetch:8
CurrentDirectory: C:\Program Files (x86)\Microsoft\Edge\Application\117.0.2045.47\
User: dndlove\dndlo
LogonGuid: {39e13812-cc80-651a-ac59-030000000000}
LogonId: 0x359AC
TerminalSessionId: 1
IntegrityLevel: Low
Hashes: SHA256=F2DE2A37E6DFC90FFD0162EF11A7C9792850E37767B1E2C5AD28C751D18D750F
ParentProcessGuid: {39e13812-dc51-651a-e301-000000000b00}
ParentProcessId: 2472
ParentImage: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
ParentCommandLine: ""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --disable-nacl --flag-switches-begin --flag-switches-end --no-startup-window /prefetch:5
ParentUser: dndlove\dndlo","1","5",,"4","1","0","-9223372036854775808","134","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:05:56",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process Create (rule: ProcessCreate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process Create:
RuleName: -
UtcTime: 2023-10-02 15:05:56.453
ProcessGuid: {39e13812-dc54-651a-f401-000000000b00}
ProcessId: 3204
Image: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
FileVersion: 117.0.2045.47
Description: Microsoft Edge
Product: Microsoft Edge
Company: Microsoft Corporation
OriginalFileName: msedge.exe
CommandLine: ""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=data_decoder.mojom.DataDecoderService --lang=ko --service-sandbox-type=service --mojo-platform-channel-handle=5128 --field-trial-handle=1996,i,9763911502272204724,12067030255526755103,262144 /prefetch:8
CurrentDirectory: C:\Program Files (x86)\Microsoft\Edge\Application\117.0.2045.47\
User: dndlove\dndlo
LogonGuid: {39e13812-cc80-651a-ac59-030000000000}
LogonId: 0x359AC
TerminalSessionId: 1
IntegrityLevel: Low
Hashes: SHA256=F2DE2A37E6DFC90FFD0162EF11A7C9792850E37767B1E2C5AD28C751D18D750F
ParentProcessGuid: {39e13812-dc51-651a-e301-000000000b00}
ParentProcessId: 2472
ParentImage: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
ParentCommandLine: ""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --disable-nacl --flag-switches-begin --flag-switches-end --no-startup-window /prefetch:5
ParentUser: dndlove\dndlo","1","5",,"4","1","0","-9223372036854775808","133","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:05:56",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process Create (rule: ProcessCreate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process terminated:
RuleName: -
UtcTime: 2023-10-02 15:05:56.409
ProcessGuid: {39e13812-dc54-651a-f301-000000000b00}
ProcessId: 3780
Image: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
User: dndlove\dndlo","5","3",,"4","5","0","-9223372036854775808","132","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:05:56",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process terminated (rule: ProcessTerminate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process Create:
RuleName: -
UtcTime: 2023-10-02 15:05:56.313
ProcessGuid: {39e13812-dc54-651a-f301-000000000b00}
ProcessId: 3780
Image: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
FileVersion: 117.0.2045.47
Description: Microsoft Edge
Product: Microsoft Edge
Company: Microsoft Corporation
OriginalFileName: msedge.exe
CommandLine: ""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=data_decoder.mojom.DataDecoderService --lang=ko --service-sandbox-type=service --mojo-platform-channel-handle=5424 --field-trial-handle=1996,i,9763911502272204724,12067030255526755103,262144 /prefetch:8
CurrentDirectory: C:\Program Files (x86)\Microsoft\Edge\Application\117.0.2045.47\
User: dndlove\dndlo
LogonGuid: {39e13812-cc80-651a-ac59-030000000000}
LogonId: 0x359AC
TerminalSessionId: 1
IntegrityLevel: Low
Hashes: SHA256=F2DE2A37E6DFC90FFD0162EF11A7C9792850E37767B1E2C5AD28C751D18D750F
ParentProcessGuid: {39e13812-dc51-651a-e301-000000000b00}
ParentProcessId: 2472
ParentImage: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
ParentCommandLine: ""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --disable-nacl --flag-switches-begin --flag-switches-end --no-startup-window /prefetch:5
ParentUser: dndlove\dndlo","1","5",,"4","1","0","-9223372036854775808","131","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:05:56",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process Create (rule: ProcessCreate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process terminated:
RuleName: -
UtcTime: 2023-10-02 15:05:56.288
ProcessGuid: {39e13812-dc53-651a-f001-000000000b00}
ProcessId: 8824
Image: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
User: dndlove\dndlo","5","3",,"4","5","0","-9223372036854775808","130","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:05:56",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process terminated (rule: ProcessTerminate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process terminated:
RuleName: -
UtcTime: 2023-10-02 15:05:56.035
ProcessGuid: {39e13812-dc53-651a-f201-000000000b00}
ProcessId: 8028
Image: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
User: dndlove\dndlo","5","3",,"4","5","0","-9223372036854775808","129","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:05:56",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process terminated (rule: ProcessTerminate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process terminated:
RuleName: -
UtcTime: 2023-10-02 15:05:56.035
ProcessGuid: {39e13812-dc53-651a-ef01-000000000b00}
ProcessId: 8768
Image: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
User: dndlove\dndlo","5","3",,"4","5","0","-9223372036854775808","128","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:05:56",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process terminated (rule: ProcessTerminate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process terminated:
RuleName: -
UtcTime: 2023-10-02 15:05:56.035
ProcessGuid: {39e13812-dc53-651a-ee01-000000000b00}
ProcessId: 8868
Image: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
User: dndlove\dndlo","5","3",,"4","5","0","-9223372036854775808","127","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:05:56",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process terminated (rule: ProcessTerminate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process terminated:
RuleName: -
UtcTime: 2023-10-02 15:05:56.035
ProcessGuid: {39e13812-dc53-651a-f101-000000000b00}
ProcessId: 4364
Image: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
User: dndlove\dndlo","5","3",,"4","5","0","-9223372036854775808","126","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:05:56",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process terminated (rule: ProcessTerminate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process Create:
RuleName: -
UtcTime: 2023-10-02 15:05:55.933
ProcessGuid: {39e13812-dc53-651a-f201-000000000b00}
ProcessId: 8028
Image: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
FileVersion: 117.0.2045.47
Description: Microsoft Edge
Product: Microsoft Edge
Company: Microsoft Corporation
OriginalFileName: msedge.exe
CommandLine: ""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=data_decoder.mojom.DataDecoderService --lang=ko --service-sandbox-type=service --mojo-platform-channel-handle=5280 --field-trial-handle=1996,i,9763911502272204724,12067030255526755103,262144 /prefetch:8
CurrentDirectory: C:\Program Files (x86)\Microsoft\Edge\Application\117.0.2045.47\
User: dndlove\dndlo
LogonGuid: {39e13812-cc80-651a-ac59-030000000000}
LogonId: 0x359AC
TerminalSessionId: 1
IntegrityLevel: Low
Hashes: SHA256=F2DE2A37E6DFC90FFD0162EF11A7C9792850E37767B1E2C5AD28C751D18D750F
ParentProcessGuid: {39e13812-dc51-651a-e301-000000000b00}
ParentProcessId: 2472
ParentImage: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
ParentCommandLine: ""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --disable-nacl --flag-switches-begin --flag-switches-end --no-startup-window /prefetch:5
ParentUser: dndlove\dndlo","1","5",,"4","1","0","-9223372036854775808","125","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:05:55",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process Create (rule: ProcessCreate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process Create:
RuleName: -
UtcTime: 2023-10-02 15:05:55.923
ProcessGuid: {39e13812-dc53-651a-f101-000000000b00}
ProcessId: 4364
Image: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
FileVersion: 117.0.2045.47
Description: Microsoft Edge
Product: Microsoft Edge
Company: Microsoft Corporation
OriginalFileName: msedge.exe
CommandLine: ""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=data_decoder.mojom.DataDecoderService --lang=ko --service-sandbox-type=service --mojo-platform-channel-handle=5408 --field-trial-handle=1996,i,9763911502272204724,12067030255526755103,262144 /prefetch:8
CurrentDirectory: C:\Program Files (x86)\Microsoft\Edge\Application\117.0.2045.47\
User: dndlove\dndlo
LogonGuid: {39e13812-cc80-651a-ac59-030000000000}
LogonId: 0x359AC
TerminalSessionId: 1
IntegrityLevel: Low
Hashes: SHA256=F2DE2A37E6DFC90FFD0162EF11A7C9792850E37767B1E2C5AD28C751D18D750F
ParentProcessGuid: {39e13812-dc51-651a-e301-000000000b00}
ParentProcessId: 2472
ParentImage: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
ParentCommandLine: ""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --disable-nacl --flag-switches-begin --flag-switches-end --no-startup-window /prefetch:5
ParentUser: dndlove\dndlo","1","5",,"4","1","0","-9223372036854775808","124","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:05:55",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process Create (rule: ProcessCreate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process Create:
RuleName: -
UtcTime: 2023-10-02 15:05:55.911
ProcessGuid: {39e13812-dc53-651a-f001-000000000b00}
ProcessId: 8824
Image: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
FileVersion: 117.0.2045.47
Description: Microsoft Edge
Product: Microsoft Edge
Company: Microsoft Corporation
OriginalFileName: msedge.exe
CommandLine: ""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=data_decoder.mojom.DataDecoderService --lang=ko --service-sandbox-type=service --mojo-platform-channel-handle=5256 --field-trial-handle=1996,i,9763911502272204724,12067030255526755103,262144 /prefetch:8
CurrentDirectory: C:\Program Files (x86)\Microsoft\Edge\Application\117.0.2045.47\
User: dndlove\dndlo
LogonGuid: {39e13812-cc80-651a-ac59-030000000000}
LogonId: 0x359AC
TerminalSessionId: 1
IntegrityLevel: Low
Hashes: SHA256=F2DE2A37E6DFC90FFD0162EF11A7C9792850E37767B1E2C5AD28C751D18D750F
ParentProcessGuid: {39e13812-dc51-651a-e301-000000000b00}
ParentProcessId: 2472
ParentImage: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
ParentCommandLine: ""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --disable-nacl --flag-switches-begin --flag-switches-end --no-startup-window /prefetch:5
ParentUser: dndlove\dndlo","1","5",,"4","1","0","-9223372036854775808","123","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:05:55",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process Create (rule: ProcessCreate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process Create:
RuleName: -
UtcTime: 2023-10-02 15:05:55.860
ProcessGuid: {39e13812-dc53-651a-ef01-000000000b00}
ProcessId: 8768
Image: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
FileVersion: 117.0.2045.47
Description: Microsoft Edge
Product: Microsoft Edge
Company: Microsoft Corporation
OriginalFileName: msedge.exe
CommandLine: ""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=data_decoder.mojom.DataDecoderService --lang=ko --service-sandbox-type=service --mojo-platform-channel-handle=4316 --field-trial-handle=1996,i,9763911502272204724,12067030255526755103,262144 /prefetch:8
CurrentDirectory: C:\Program Files (x86)\Microsoft\Edge\Application\117.0.2045.47\
User: dndlove\dndlo
LogonGuid: {39e13812-cc80-651a-ac59-030000000000}
LogonId: 0x359AC
TerminalSessionId: 1
IntegrityLevel: Low
Hashes: SHA256=F2DE2A37E6DFC90FFD0162EF11A7C9792850E37767B1E2C5AD28C751D18D750F
ParentProcessGuid: {39e13812-dc51-651a-e301-000000000b00}
ParentProcessId: 2472
ParentImage: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
ParentCommandLine: ""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --disable-nacl --flag-switches-begin --flag-switches-end --no-startup-window /prefetch:5
ParentUser: dndlove\dndlo","1","5",,"4","1","0","-9223372036854775808","122","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:05:55",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process Create (rule: ProcessCreate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process Create:
RuleName: -
UtcTime: 2023-10-02 15:05:55.770
ProcessGuid: {39e13812-dc53-651a-ee01-000000000b00}
ProcessId: 8868
Image: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
FileVersion: 117.0.2045.47
Description: Microsoft Edge
Product: Microsoft Edge
Company: Microsoft Corporation
OriginalFileName: msedge.exe
CommandLine: ""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=data_decoder.mojom.DataDecoderService --lang=ko --service-sandbox-type=service --mojo-platform-channel-handle=4992 --field-trial-handle=1996,i,9763911502272204724,12067030255526755103,262144 /prefetch:8
CurrentDirectory: C:\Program Files (x86)\Microsoft\Edge\Application\117.0.2045.47\
User: dndlove\dndlo
LogonGuid: {39e13812-cc80-651a-ac59-030000000000}
LogonId: 0x359AC
TerminalSessionId: 1
IntegrityLevel: Low
Hashes: SHA256=F2DE2A37E6DFC90FFD0162EF11A7C9792850E37767B1E2C5AD28C751D18D750F
ParentProcessGuid: {39e13812-dc51-651a-e301-000000000b00}
ParentProcessId: 2472
ParentImage: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
ParentCommandLine: ""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --disable-nacl --flag-switches-begin --flag-switches-end --no-startup-window /prefetch:5
ParentUser: dndlove\dndlo","1","5",,"4","1","0","-9223372036854775808","121","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:05:55",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process Create (rule: ProcessCreate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process Create:
RuleName: -
UtcTime: 2023-10-02 15:05:55.701
ProcessGuid: {39e13812-dc53-651a-ed01-000000000b00}
ProcessId: 7796
Image: C:\Program Files (x86)\Microsoft\Edge\Application\117.0.2045.47\identity_helper.exe
FileVersion: 117.0.2045.47
Description: PWA Identity Proxy Host
Product: Microsoft Edge
Company: Microsoft Corporation
OriginalFileName: identity_helper.exe
CommandLine: ""C:\Program Files (x86)\Microsoft\Edge\Application\117.0.2045.47\identity_helper.exe"" --type=utility --utility-sub-type=winrt_app_id.mojom.WinrtAppIdService --lang=ko --service-sandbox-type=none --mojo-platform-channel-handle=4980 --field-trial-handle=1996,i,9763911502272204724,12067030255526755103,262144 /prefetch:8
CurrentDirectory: C:\Program Files (x86)\Microsoft\Edge\Application\117.0.2045.47\
User: dndlove\dndlo
LogonGuid: {39e13812-cc80-651a-ac59-030000000000}
LogonId: 0x359AC
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA256=0BDECADCEB9234885CEC67923F81627831DD125AAB423FCE197DDFF65231DDFB
ParentProcessGuid: {39e13812-dc51-651a-e301-000000000b00}
ParentProcessId: 2472
ParentImage: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
ParentCommandLine: ""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --disable-nacl --flag-switches-begin --flag-switches-end --no-startup-window /prefetch:5
ParentUser: dndlove\dndlo","1","5",,"4","1","0","-9223372036854775808","120","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:05:55",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process Create (rule: ProcessCreate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process terminated:
RuleName: -
UtcTime: 2023-10-02 15:05:55.632
ProcessGuid: {39e13812-dc53-651a-ec01-000000000b00}
ProcessId: 3332
Image: <unknown process>
User: dndlove\dndlo","5","3",,"4","5","0","-9223372036854775808","119","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:05:55",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process terminated (rule: ProcessTerminate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process Create:
RuleName: -
UtcTime: 2023-10-02 15:05:55.642
ProcessGuid: {39e13812-dc53-651a-ec01-000000000b00}
ProcessId: 3332
Image: C:\Program Files (x86)\Microsoft\Edge\Application\117.0.2045.47\identity_helper.exe
FileVersion: 117.0.2045.47
Description: PWA Identity Proxy Host
Product: Microsoft Edge
Company: Microsoft Corporation
OriginalFileName: identity_helper.exe
CommandLine: ""C:\Program Files (x86)\Microsoft\Edge\Application\117.0.2045.47\identity_helper.exe"" --type=utility --utility-sub-type=winrt_app_id.mojom.WinrtAppIdService --lang=ko --service-sandbox-type=none --mojo-platform-channel-handle=4980 --field-trial-handle=1996,i,9763911502272204724,12067030255526755103,262144 /prefetch:8
CurrentDirectory: C:\Program Files (x86)\Microsoft\Edge\Application\117.0.2045.47\
User: dndlove\dndlo
LogonGuid: {39e13812-cc80-651a-ac59-030000000000}
LogonId: 0x359AC
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA256=0BDECADCEB9234885CEC67923F81627831DD125AAB423FCE197DDFF65231DDFB
ParentProcessGuid: {39e13812-dc51-651a-e301-000000000b00}
ParentProcessId: 2472
ParentImage: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
ParentCommandLine: ""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --disable-nacl --flag-switches-begin --flag-switches-end --no-startup-window /prefetch:5
ParentUser: dndlove\dndlo","1","5",,"4","1","0","-9223372036854775808","118","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:05:55",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process Create (rule: ProcessCreate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process terminated:
RuleName: -
UtcTime: 2023-10-02 15:05:55.559
ProcessGuid: {39e13812-dc53-651a-ea01-000000000b00}
ProcessId: 3868
Image: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
User: dndlove\dndlo","5","3",,"4","5","0","-9223372036854775808","117","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:05:55",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process terminated (rule: ProcessTerminate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Process Create:
RuleName: -
UtcTime: 2023-10-02 15:05:55.255
ProcessGuid: {39e13812-dc53-651a-eb01-000000000b00}
ProcessId: 5740
Image: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
FileVersion: 117.0.2045.47
Description: Microsoft Edge
Product: Microsoft Edge
Company: Microsoft Corporation
OriginalFileName: msedge.exe
CommandLine: ""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=asset_store.mojom.AssetStoreService --lang=ko --service-sandbox-type=asset_store_service --mojo-platform-channel-handle=4244 --field-trial-handle=1996,i,9763911502272204724,12067030255526755103,262144 /prefetch:8
CurrentDirectory: C:\Program Files (x86)\Microsoft\Edge\Application\117.0.2045.47\
User: dndlove\dndlo
LogonGuid: {39e13812-cc80-651a-ac59-030000000000}
LogonId: 0x359AC
TerminalSessionId: 1
IntegrityLevel: Low
Hashes: SHA256=F2DE2A37E6DFC90FFD0162EF11A7C9792850E37767B1E2C5AD28C751D18D750F
ParentProcessGuid: {39e13812-dc51-651a-e301-000000000b00}
ParentProcessId: 2472
ParentImage: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
ParentCommandLine: ""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --disable-nacl --flag-switches-begin --flag-switches-end --no-startup-window /prefetch:5
ParentUser: dndlove\dndlo","1","5",,"4","1","0","-9223372036854775808","116","Microsoft-Windows-Sysmon","5770385f-c22a-43e0-bf4c-06f5698ffbd9","Microsoft-Windows-Sysmon/Operational","7304","7340","dndlove","S-1-5-18","2023-10-03 ?? 12:05:55",,,"Microsoft-Windows-Sysmon/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","??","??","Process Create (rule: ProcessCreate)","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
